id,day,slphrs,slpwell,weath,lteq,pss,se,ssgs_shame,ssgs_guilt,swls,pc,enthusiastic,calm,nervous,sluggish,happy,peaceful,embarrassed,sad,alert,satisfied,upset,bored,proud,relaxed,stress,depressed,excited,content,tense,disappointed,ashamed,relieved,angry,pos_activ,pos_deact,neg_activ,neg_deact,pfi_auth,pfi_hubr,evalday,posaff,negaff,affbalance,temp,hum,wind,bar,prec
101,0,6,1,1,10,2.5,2,1.4,2.2,3.8,4.333333333,4,5,2,2,4,5,2,2,3,3,3,4,3,5,6,2,3,4,4,3,2,3,1,3.4,4.4,3.4,2.6,2.714285714,2,1,3.9,3,0.9,28,0.79,11,29.4,0.2
101,1,2,1,2,10,2.75,3,1.4,1.4,4.2,5.333333333,2,6,2,4,6,6,2,1,1,5,1,5,2,5,2,2,2,3,2,2,2,2,1,2.6,5,1.8,2.8,2.714285714,1.142857143,0,3.8,2.3,1.5,20.8,0.62,3.6,30.17,0
101,2,9,3,3,10,3.5,4,1,1,5,6.166666667,5,5,1,1,6,6,1,1,3,6,1,1,2,7,1,1,5,6,1,1,1,1,1,4.2,6,1,1,3,1,1,5.1,1,4.1,29.1,0.51,1.9,30.35,0.02
101,3,7.5,3,2,9,3,4,1,1,5,5,6,6,2,1,6,6,1,3,2,6,1,1,7,6,1,1,6,5,1,1,1,1,1,5.4,5.8,1.2,1.4,2.428571429,1,1,5.6,1.3,4.3,30.2,0.58,2.7,30.23,0
101,4,8,4,1,18,2.75,3,1,1,4,5.666666667,5,5,1,1,6,6,1,1,1,4,1,2,1,5,1,1,5,5,1,1,1,1,1,3.6,5,1,1.2,3,1,1,4.3,1.1,3.2,22.7,0.55,2.4,30.46,0
101,5,8,3,2,19,2.75,3,1,1,4.2,5.5,4,6,1,1,5,5,1,1,1,4,1,1,2,5,1,1,2,5,1,1,1,1,1,2.8,5,1,1,1.857142857,1,1,3.9,1,2.9,21.4,0.54,0.7,30.54,0
101,6,8,4,3,21,3.5,4,1,1,4.6,6,6,6,1,1,6,6,1,1,1,6,1,3,1,6,1,1,7,6,1,1,1,1,1,4.2,6,1,1.4,2.857142857,1,1,5.1,1.2,3.9,31.4,0.49,1,30.51,0
101,7,7,3,,14,2.75,3,1,1.4,4.6,6,6,6,1,1,6,6,1,1,1,3,1,2,1,6,1,1,7,6,1,1,1,1,1,4.2,5.4,1,1.2,3.142857143,1,1,4.8,1.1,3.7,45.3,0.52,1.1,30.3,0
102,0,7,3,0,12,3.5,5,1,1,5.6,6.833333333,4,7,3,1,7,7,1,1,6,7,1,2,6,7,2,1,5,7,1,1,1,3,1,5.6,7,1.6,1.2,4,1,0,6.3,1.4,4.9,28,0.79,11,29.4,0.2
102,1,6,3,0,20,4,5,1,1,6.6,7,7,7,7,1,7,7,1,1,7,7,1,1,7,7,1,1,7,7,1,1,1,7,1,7,7,2.2,1,5,1,0,7,1.6,5.4,20.8,0.62,3.6,30.17,0
102,2,3,1,2,11,4,5,1,1,5.6,6.4,7,7,7,4,7,7,1,1,3,6,2,2,7,3,5,1,7,7,2,1,1,3,1,6.2,6,3.4,1.8,4.714285714,1,1,6.1,2.6,3.5,29.1,0.51,1.9,30.35,0.02
102,3,,2,1,6,1.75,3,1.4,1.4,6.8,6.2,7,7,7,7,7,7,1,1,4,7,1,1,7,2,7,1,7,7,1,1,1,1,1,6.4,6,3.4,2.2,5,2.571428571,1,6.2,2.8,3.4,30.2,0.58,2.7,30.23,0
102,4,8,4,0,17,4,5,1,1,6,7,5,6,1,4,6,6,1,1,5,6,1,3,7,6,3,1,1,5,1,1,1,1,1,4.8,5.8,1.4,2,3.142857143,1,1,5.3,1.7,3.6,22.7,0.55,2.4,30.46,0
102,5,8,3,0,8,3.75,4,1,1,4.8,6.6,7,7,6,3,4,3,,2,5,2,4,2,6,5,3,1,1,7,1,1,1,1,1,4.6,4.8,3.5,1.8,4,1.428571429,1,4.7,2.65,2.05,21.4,0.54,0.7,30.54,0
102,6,10,3,3,11,2.75,4,1.2,2.2,1.4,4,1,5,1,7,5,3,1,4,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1.8,2.2,1.6,2.8,1.142857143,1,1,2,2.2,-0.2,31.4,0.49,1,30.51,0
102,7,,1,3,8,2,2,1.8,1.4,3,5.8,3,5,4,3,4,6,4,3,6,4,5,3,2,2,1,1,1,5,3,1,1,1,1,3.2,4.4,3.4,2.2,2,1.857142857,1,3.8,2.8,1,45.3,0.52,1.1,30.3,0
103,0,7,2,0,17,2.75,5,1,1.2,5.6,5.166666667,6,4,6,1,6,4,2,1,7,6,1,2,6,3,6,1,3,5,5,1,1,6,1,5.6,4.4,4,1.2,4.428571429,1.142857143,0,5,2.6,2.4,28,0.79,11,29.4,0.2
103,3,8,4,3,3,3,4,1,1.4,4.6,5.8,5,4,1,3,6,5,1,1,4,4,1,1,1,7,2,1,3,7,2,2,1,1,1,3.8,5.4,1.4,1.6,3.714285714,1.142857143,1,4.6,1.5,3.1,30.2,0.58,2.7,30.23,0
103,4,7,4,1,8,2.75,3,1,1,5.6,5.833333333,4,6,1,5,4,3,2,1,3,7,1,1,3,7,2,1,3,7,1,1,1,5,1,3.4,6,1.4,1.8,2.714285714,1.285714286,1,4.7,1.6,3.1,22.7,0.55,2.4,30.46,0
103,5,6.5,2,2,3,3.25,4,1,1,5.6,5.833333333,3,5,1,4,3,3,1,1,3,6,1,1,3,4,3,1,1,6,1,1,1,3,1,2.6,4.8,1.4,1.6,2.857142857,1,1,3.7,1.5,2.2,21.4,0.54,0.7,30.54,0
103,6,10,2,3,0,2,3,1.2,1,2.4,4.333333333,1,1,1,6,4,1,1,5,2,2,5,1,1,1,6,5,1,2,4,7,1,1,1,1.8,1.4,3.4,4.8,1.285714286,1,1,1.6,4.1,-2.5,31.4,0.49,1,30.51,0
103,7,7.5,0,4,3,2.75,3,1,1.2,3.6,4.833333333,1,1,1,5,3,1,2,4,1,3,5,1,1,1,5,3,1,1,3,3,1,3,1,1.4,1.4,3.2,3.2,1.857142857,1,1,1.4,3.2,-1.8,45.3,0.52,1.1,30.3,0
104,0,7,4,2,21,2.5,4,1,1,3.8,6,6,6,2,1,7,6,1,1,7,7,1,1,6,7,1,1,6,7,1,1,1,1,1,6.4,6.6,1.2,1,4.142857143,1,1,6.5,1.1,5.4,28,0.79,11,29.4,0.2
104,1,5,1,1,,1.75,3,1,1,2.4,5.166666667,4,2,3,2,6,3,1,1,6,3,1,1,6,3,3,1,5,4,2,1,1,1,1,5.4,3,2,1.2,2.714285714,1,1,4.2,1.6,2.6,20.8,0.62,3.6,30.17,0
104,2,4,1,4,,2.25,4,1,1,3.4,4.666666667,6,4,3,1,6,6,1,1,6,5,1,1,5,5,3,1,6,6,1,1,1,4,1,5.8,5.2,1.8,1,3.666666667,1,1,5.5,1.4,4.1,29.1,0.51,1.9,30.35,0.02
104,3,6,3,1,,2.5,4,1,1,3.2,6.166666667,4,4,1,1,5,5,1,1,4,4,1,1,1,4,1,1,4,4,1,1,1,1,1,3.6,4.2,1,1,2.142857143,1,1,3.9,1,2.9,30.2,0.58,2.7,30.23,0
104,4,5,2,1,6,1.75,3,1,1,1.4,3.333333333,3,1,1,4,3,6,1,1,3,2,1,1,2,1,1,1,1,2,5,1,1,1,1,2.4,2.4,1.8,1.6,2,1,1,2.4,1.7,0.7,22.7,0.55,2.4,30.46,0
104,5,6,2,2,6,2.25,3,1,1,1.6,5.166666667,5,4,2,1,5,5,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,3,3,1.2,1,1.714285714,1,1,3,1.1,1.9,21.4,0.54,0.7,30.54,0
104,6,5,2,3,6,2.25,3,1,1.2,2,5.166666667,3,4,2,1,4,4,1,1,4,3,1,1,2,2,1,1,3,4,2,1,1,1,1,3.2,3.4,1.4,1,1.285714286,1,1,3.3,1.2,2.1,31.4,0.49,1,30.51,0
104,7,5,2,3,3,2.25,2,1,1,2,5.5,4,2,7,3,3,3,1,1,3,2,1,1,2,1,7,4,2,2,7,1,1,3,1,2.8,2,4.6,2,2,1,0,2.4,3.3,-0.9,45.3,0.52,1.1,30.3,0
105,0,6,2,1,9,2.5,2,1,1.6,5.2,4.833333333,3,4,6,4,6,6,2,2,4,5,2,2,4,4,6,1,6,5,5,2,2,6,1,4.6,4.8,4.2,2.2,3.571428571,1.142857143,0,4.7,3.2,1.5,28,0.79,11,29.4,0.2
105,1,5.5,3,1,3,2.5,3,1.8,1.4,3.6,5,3,5,3,6,5,5,2,2,4,5,2,4,3,5,2,2,5,4,2,3,1,3,1,4,4.8,2.2,3.4,2.857142857,1,1,4.4,2.8,1.6,20.8,0.62,3.6,30.17,0
105,2,8,3,2,3,3,3,1.2,1.2,5,4.666666667,6,4,3,3,5,5,2,2,5,5,2,2,5,5,2,3,6,5,2,2,1,2,1,5.4,4.8,2.2,2.4,3.857142857,1,,5.1,2.3,2.8,29.1,0.51,1.9,30.35,0.02
105,3,8,3,2,5,2.75,3,1.2,1,3.4,3.833333333,5,4,5,3,4,5,2,2,3,4,2,2,3,4,5,3,5,4,2,2,2,3,1,4,4.2,3.2,2.4,3,1,,4.1,2.8,1.3,30.2,0.58,2.7,30.23,0
105,4,7,3,0,3,1.25,2,1.4,1,3.6,3.5,3,3,2,5,3,2,1,2,3,3,5,4,3,2,6,4,3,3,3,4,1,2,1,3,2.6,3.4,3.8,1.857142857,1,,2.8,3.6,-0.8,22.7,0.55,2.4,30.46,0
105,5,8,3,1,3,1.5,2,1.2,1.2,3.2,3.666666667,3,4,2,3,3,2,1,1,3,4,2,3,2,2,4,2,3,3,1,3,1,2,1,2.8,3,2,2.4,2.571428571,1,,2.9,2.2,0.7,21.4,0.54,0.7,30.54,0
105,6,5,3,3,14,2.25,3,1.2,1,4.6,4.166666667,5,5,2,2,5,4,1,1,4,4,2,3,4,4,3,2,4,5,2,2,1,3,1,4.4,4.4,2,2,3.142857143,1,0,4.4,2,2.4,31.4,0.49,1,30.51,0
105,7,8,3,3,14,2.25,4,1.2,1.2,5,5.166666667,5,3,1,3,5,4,2,2,4,4,2,3,4,4,2,2,4,5,1,2,1,3,1,4.4,4,1.6,2.4,3.142857143,1,1,4.2,2,2.2,45.3,0.52,1.1,30.3,0
106,0,8.5,4,3,9,3.25,3,1.25,1.4,5.2,6.2,7,7,1,2,7,7,1,1,4,7,1,1,2,7,3,1,7,7,1,1,1,1,1,5.4,7,1.4,1.2,3,1,1,6.2,1.3,4.9,28,0.79,11,29.4,0.2
106,1,6,3,0,0,3.25,5,1.6,1.2,4.6,4.666666667,6,6,1,1,7,6,1,1,7,5,1,1,3,1,5,1,4,5,6,1,1,3,1,5.4,4.6,2.8,1,3,1,0,5,1.9,3.1,20.8,0.62,3.6,30.17,0
106,2,6,2,3,0,1.75,4,1,1.4,1,2.333333333,1,4,1,1,4,1,1,6,1,1,6,1,1,1,5,1,1,1,4,6,1,1,7,1.6,1.6,3.4,3,3,1,1,1.6,3.2,-1.6,29.1,0.51,1.9,30.35,0.02
106,3,7,2,2,5,2.25,5,1.2,2.6,4.6,6.166666667,6,5,1,6,7,4,3,,1,7,1,5,3,6,3,1,6,7,1,1,1,1,1,4.6,5.8,1.8,3.25,4.285714286,1,1,5.2,2.525,2.675,30.2,0.58,2.7,30.23,0
106,4,8,4,3,0,4,5,1,1,6.2,5,5,4,1,1,6,5,1,1,7,7,1,1,2,5,2,1,2,5,1,3,1,1,1,4.4,5.2,1.2,1.4,4.428571429,1,1,4.8,1.3,3.5,22.7,0.55,2.4,30.46,0
106,5,7,3,2,0,2.5,5,1,1.2,3.2,4,5,4,1,1,5,3,1,2,5,4,1,1,1,3,5,,4,2,5,2,1,4,2,4,3.2,2.6,1.5,3.714285714,1,1,3.6,2.05,1.55,21.4,0.54,0.7,30.54,0
106,6,8,3,,0,2,4,1,1.4,3.4,5.5,6,1,4,1,7,1,1,1,7,7,2,1,5,1,7,1,5,1,5,4,1,7,1,6,2.2,3.8,1.6,4.428571429,1,0,4.1,2.7,1.4,31.4,0.49,1,30.51,0
106,7,9,4,4,17,4,5,1,1,7,7,7,5,1,1,7,7,1,3,7,7,2,2,7,7,3,1,7,6,1,1,1,1,2,7,6.4,1.6,1.6,5,1,,6.7,1.6,5.1,45.3,0.52,1.1,30.3,0
107,0,6,3,1,8,2.5,4,1,1.2,3.6,3.666666667,5,3,5,2,4,3,1,1,5,5,1,2,5,2,6,1,4,5,6,2,1,2,2,4.6,3.6,3.8,1.6,4.142857143,1.285714286,1,4.1,2.7,1.4,28,0.79,11,29.4,0.2
107,1,6,3,2,3,2.75,5,1.2,1.2,4.6,5.166666667,5,4,2,2,6,3,2,1,6,5,1,2,5,3,4,1,4,5,5,2,1,2,1,5.2,4,2.8,1.6,3.857142857,1.428571429,0,4.6,2.2,2.4,20.8,0.62,3.6,30.17,0
107,2,5,2,2,8,2.5,4,1,1.4,3.8,4.333333333,5,2,3,1,5,2,1,1,6,5,1,2,5,2,5,1,4,5,5,2,1,3,1,5,3.2,3,1.4,4,1.142857143,1,4.1,2.2,1.9,29.1,0.51,1.9,30.35,0.02
107,3,8,4,3,3,2.75,4,1,1,3.2,3.333333333,4,2,1,2,4,2,1,1,5,3,2,1,4,2,6,1,3,4,5,1,1,2,1,4,2.6,3,1.2,3.142857143,1,,3.3,2.1,1.2,30.2,0.58,2.7,30.23,0
107,4,7,3,2,3,3,4,1,1,5.2,5.5,5,4,2,2,5,2,1,1,6,5,1,2,4,3,3,1,4,5,3,2,1,3,1,4.8,3.8,2,1.6,4,1,1,4.3,1.8,2.5,22.7,0.55,2.4,30.46,0
107,5,7,4,3,6,3.333333333,4,1,1,5.2,5.833333333,6,5,1,2,5,5,1,1,5,6,1,1,5,5,2,1,5,6,2,1,1,3,1,5.2,5.4,1.4,1.2,4.142857143,1,0,5.3,1.3,4,21.4,0.54,0.7,30.54,0
107,6,6,3,1,8,2.75,4,1,1,5.2,5.6,6,3,2,1,5,5,1,1,5,5,1,1,5,2,3,1,5,5,2,1,1,5,1,5.2,4,1.8,1,3.857142857,1.142857143,1,4.6,1.4,3.2,31.4,0.49,1,30.51,0
107,7,6,2,2,3,3.25,5,1,1.6,4.6,6,6,2,6,1,4,2,1,1,7,5,1,1,5,2,6,1,6,5,6,1,1,7,1,5.6,3.2,4,1,5,1.571428571,0,4.4,2.5,1.9,45.3,0.52,1.1,30.3,0
108,0,3,3,0,12,2.5,2,3.4,3.4,3.4,4.166666667,4,3,7,4,2,1,1,7,4,3,6,1,1,2,7,7,3,2,7,6,5,4,5,2.8,2.2,5.6,5,2.428571429,1.142857143,1,2.5,5.3,-2.8,28,0.79,11,29.4,0.2
108,1,8,1,0,48,0,1,4.6,4,1.6,2,2,1,7,4,1,1,6,7,2,1,7,2,1,1,7,7,3,1,7,7,7,2,7,1.8,1,6.8,5.4,1,2.285714286,1,1.4,6.1,-4.7,20.8,0.62,3.6,30.17,0
108,2,8,3,0,22,1.5,2,3,1.8,1.8,1,2,2,5,2,2,4,2,6,3,1,7,3,2,4,6,6,3,2,5,5,3,2,6,2.4,2.6,5,4.4,1.142857143,1.142857143,1,2.5,4.7,-2.2,29.1,0.51,1.9,30.35,0.02
108,3,6,2,3,8,1.75,2,3.6,2.2,1.6,3.166666667,2,4,5,3,3,3,3,5,2,1,5,1,1,2,6,7,4,1,6,7,2,4,7,2.4,2.2,5,4.6,1.857142857,1,1,2.3,4.8,-2.5,30.2,0.58,2.7,30.23,0
108,4,6,1,1,16,1.75,2,2.2,1.6,1,3.333333333,2,1,5,3,3,2,2,6,4,3,5,1,1,2,6,5,2,2,6,6,4,3,6,2.4,2,4.8,4.2,2.857142857,1.142857143,1,2.2,4.5,-2.3,22.7,0.55,2.4,30.46,0
108,5,4,0,0,11,1.25,2,2.8,2.4,1.2,2.6,4,3,7,2,2,2,5,7,3,1,7,2,1,2,7,7,3,1,7,7,4,3,7,2.6,1.8,6.6,5,2,1,1,2.2,5.8,-3.6,21.4,0.54,0.7,30.54,0
108,6,3,1,0,22,2,3,2.2,1.8,1.6,3.833333333,2,2,6,3,2,3,2,6,3,1,6,1,2,2,6,6,5,4,6,5,2,2,5,2.8,2.4,5.2,4.2,3,1,1,2.6,4.7,-2.1,31.4,0.49,1,30.51,0
108,7,3,1,0,31,1.75,2,3.8,3.8,1,2.8,2,2,6,1,2,2,1,7,2,2,7,1,1,2,6,7,2,4,6,6,6,2,6,1.8,2.4,5.2,4.4,1.571428571,1,1,2.1,4.8,-2.7,45.3,0.52,1.1,30.3,0
109,0,5,1,0,5,3,3,1,1.4,4.2,4.666666667,4,6,2,5,5,5,1,1,4,5,1,4,2,4,4,1,5,6,1,1,1,3,1,4,5.2,1.8,2.4,4,1.142857143,1,4.6,2.1,2.5,28,0.79,11,29.4,0.2
109,1,6,2,1,20,2.75,4,1,1,4.8,5.833333333,7,2,2,3,7,2,1,1,5,6,1,1,7,3,3,1,7,6,1,1,1,1,1,6.6,3.8,1.6,1.4,3.714285714,1,1,5.2,1.5,3.7,20.8,0.62,3.6,30.17,0
109,3,,0,2,20,3,3,1,1,6.2,6.166666667,7,3,3,2,7,7,1,3,5,6,1,1,7,2,2,1,7,7,1,1,1,1,1,6.6,5,1.6,1.6,4.285714286,1,1,5.8,1.6,4.2,30.2,0.58,2.7,30.23,0
109,4,10,2,1,20,1.75,2,1.8,1.8,2.4,3,3,2,4,6,3,1,1,1,3,4,1,5,7,1,6,1,3,5,4,1,1,1,3,3.8,2.6,3.2,2.8,1.857142857,1.428571429,0,3.2,3,0.2,22.7,0.55,2.4,30.46,0
109,5,9,2,2,10,1.5,2,2,1.2,2.4,3.5,3,2,7,6,1,2,1,1,3,3,1,1,2,1,7,1,3,2,7,1,1,1,2,2.4,2,4.6,2,1.285714286,1.285714286,0,2.2,3.3,-1.1,21.4,0.54,0.7,30.54,0
109,6,7,3,2,16,2.75,3,1,1.4,4.4,4.833333333,6,1,2,3,5,1,1,1,4,5,1,4,3,2,5,1,7,6,2,1,1,1,1,5,3,2.2,2,3.285714286,1.142857143,0,4,2.1,1.9,31.4,0.49,1,30.51,0
109,7,,,,,,,,,,,5,6,2,6,5,6,1,1,5,5,1,1,2,2,5,1,7,5,1,1,1,1,1,4.8,4.8,2,2,3.571428571,1,0,4.8,2,2.8,45.3,0.52,1.1,30.3,0
110,0,7,3,0,0,3,3,1.2,1.6,6,5.666666667,7,5,3,2,5,6,2,2,6,5,2,2,7,5,2,1,3,7,2,2,1,5,1,5.6,5.6,2.2,1.8,4.285714286,1,1,5.6,2,3.6,28,0.79,11,29.4,0.2
110,1,8,4,0,0,3.75,3,1,1,6.8,5.833333333,7,7,2,1,6,7,1,2,4,7,1,3,5,7,1,2,4,7,1,2,1,5,1,5.2,7,1.2,2,2.857142857,1,0,6.1,1.6,4.5,20.8,0.62,3.6,30.17,0
110,2,7,2,1,0,2.25,3,1,2,4.2,5.166666667,5,6,3,2,6,6,1,1,5,4,2,1,1,4,3,1,4,6,2,2,3,4,1,4.2,5.2,2.2,1.4,2,1,1,4.7,1.8,2.9,29.1,0.51,1.9,30.35,0.02
110,3,7,2,0,0,1.75,3,1.4,2,4,5.666666667,5,5,2,3,5,6,1,1,2,5,1,4,4,5,4,1,1,6,2,3,1,4,1,3.4,5.4,2,2.4,3.285714286,1,1,4.4,2.2,2.2,30.2,0.58,2.7,30.23,0
110,4,6.5,2,0,0,3.25,3,1,1.4,5.2,6.333333333,6,7,2,3,6,7,1,1,3,6,1,3,5,5,2,1,2,7,2,1,1,6,1,4.4,6.4,1.6,1.8,3.571428571,1,1,5.4,1.7,3.7,22.7,0.55,2.4,30.46,0
110,5,6,2,2,0,3.25,2,1,1.6,5.2,6,6,7,1,5,4,7,1,1,5,5,1,3,6,5,1,1,1,7,2,2,1,4,1,4.4,6.2,1.2,2.4,3.857142857,1,0,5.3,1.8,3.5,21.4,0.54,0.7,30.54,0
110,6,8,3,2,0,3.5,3,1,1,5,6,6,6,2,1,4,5,1,1,4,5,1,3,6,3,2,1,1,5,3,1,1,5,3,4.2,4.8,1.8,1.4,4.142857143,1,0,4.5,1.6,2.9,31.4,0.49,1,30.51,0
110,7,7.5,2,4,0,2.25,2,2.8,5,2,5.833333333,4,4,5,3,5,5,3,2,6,2,5,2,1,3,6,1,1,4,6,3,7,3,2,3.4,3.6,5,2.2,1.142857143,1,1,3.5,3.6,-0.1,45.3,0.52,1.1,30.3,0
111,0,7,3,0,8,2.25,4,1.2,2,5.6,5,6,5,2,3,6,4,2,1,2,5,2,1,6,5,5,1,4,5,3,2,2,5,2,4.8,4.8,2.8,1.6,4.142857143,1.571428571,1,4.8,2.2,2.6,28,0.79,11,29.4,0.2
111,1,7,3,2,17,2.5,2,1.4,2,3.25,4.666666667,5,5,2,2,6,3,3,5,2,5,5,5,2,3,6,4,4,4,2,2,4,2,4,3.8,4,3.6,3.6,3.142857143,2.714285714,1,3.9,3.6,0.3,20.8,0.62,3.6,30.17,0
111,2,,3,2,5,2,2,2.75,3.2,4,3.6,5,5,5,3,5,3,1,,2,6,7,3,2,2,3,2,5,2,2,,4,2,3,3.8,3.6,3.6,2.666666667,2,1.857142857,1,3.7,3.133333333,0.5667,29.1,0.51,1.9,30.35,0.02
111,3,6.5,1,3,12,1.75,2,2.6,2.4,2.75,4,6,6,3,2,3,3,4,3,6,7,4,2,2,3,4,3,3,2,2,3,2,3,4,4,4.2,3.4,2.6,2.428571429,2.857142857,1,4.1,3,1.1,30.2,0.58,2.7,30.23,0
111,4,,2,2,8,2.25,2,3,2.6,3.2,3.8,6,5,5,3,3,3,4,5,2,2,2,5,2,2,4,4,2,6,2,3,2,,4,3,3.6,3.4,4,3.285714286,2.142857143,1,3.3,3.7,-0.4,22.7,0.55,2.4,30.46,0
111,5,,1,1,0,2,4,2.2,2.2,2.2,5,5,5,4,5,4,6,4,4,6,4,4,4,4,6,4,4,6,4,2,2,1,4,1,5,5,3.6,3.8,2.714285714,3.428571429,1,5,3.7,1.3,21.4,0.54,0.7,30.54,0
111,6,8,3,2,5,1.75,4,2.8,2.6,2,3.8,5,5,3,2,2,3,2,4,4,3,5,2,2,5,2,5,2,4,2,3,2,4,4,3,4,2.8,3.2,2.714285714,2.857142857,1,3.5,3,0.5,31.4,0.49,1,30.51,0
111,7,7.5,2,3,17,2.25,2,2.4,2.6,3.8,4.666666667,2,2,3,2,3,4,4,4,4,2,2,4,2,3,3,4,3,2,2,3,2,3,3,2.8,2.6,2.8,3.4,3,2.428571429,1,2.7,3.1,-0.4,45.3,0.52,1.1,30.3,0
112,0,10,2,0,10,2.75,3,1.2,1,2.4,3.5,2,5,1,5,4,5,1,1,3,4,1,4,3,4,2,1,2,5,2,1,1,3,1,2.8,4.6,1.4,2.4,2.142857143,1,1,3.7,1.9,1.8,28,0.79,11,29.4,0.2
112,1,8,3,0,5,3.5,4,1,1,3.4,5.5,2,6,1,6,5,5,1,1,3,6,1,2,3,6,2,1,4,6,3,2,1,3,1,3.4,5.8,1.6,2.4,2.857142857,1,1,4.6,2,2.6,20.8,0.62,3.6,30.17,0
112,2,5,3,2,12,3.25,3,1.4,1,4,5.166666667,4,5,6,3,6,5,4,1,4,5,2,1,3,5,2,1,5,5,3,1,1,1,1,4.4,5,3.4,1.4,2.714285714,1,1,4.7,2.4,2.3,29.1,0.51,1.9,30.35,0.02
112,3,5,2,1,12,3.5,2,1.4,1,4,5.5,4,6,2,2,5,6,3,1,4,5,1,1,5,6,2,1,5,6,1,1,3,2,1,4.6,5.8,1.8,1.2,3.571428571,1,1,5.2,1.5,3.7,30.2,0.58,2.7,30.23,0
112,4,9,4,1,30,3.25,4,1.2,1,4.8,5.333333333,4,5,2,1,5,5,1,1,5,6,1,1,4,6,1,1,4,5,2,1,1,1,1,4.4,5.4,1.4,1,2.571428571,1,1,4.9,1.2,3.7,22.7,0.55,2.4,30.46,0
112,5,11,4,2,33,3.25,4,1,1,4.6,5.666666667,4,6,2,1,6,5,1,1,5,6,1,1,4,5,2,1,4,5,1,1,1,1,1,4.6,5.4,1.4,1,2.714285714,1,1,5,1.2,3.8,21.4,0.54,0.7,30.54,0
112,6,8,3,3,24,3.25,4,1,1,4.8,5.166666667,6,6,1,1,6,6,1,1,5,5,5,1,4,6,2,1,4,6,1,1,1,2,1,5,5.8,2,1,3.714285714,1,1,5.4,1.5,3.9,31.4,0.49,1,30.51,0
112,7,9,4,4,24,3.5,4,1,1,6,6.166666667,6,5,1,1,6,5,1,1,6,7,1,1,5,6,1,1,5,7,1,1,1,3,1,5.6,6,1,1,4.142857143,1,1,5.8,1,4.8,45.3,0.52,1.1,30.3,0
113,0,3,4,1,14,3.5,4,1,1,6.2,6.666666667,7,7,1,2,7,7,1,1,5,6,1,6,4,6,1,1,6,5,1,1,1,1,1,5.8,6.2,1,2.2,3.571428571,1.142857143,,6,1.6,4.4,28,0.79,11,29.4,0.2
113,1,8,4,2,15,4,5,1,1,5.8,6.5,7,7,1,1,7,7,2,1,6,7,1,3,7,2,1,1,7,6,1,1,1,3,1,6.8,5.8,1.2,1.4,4.428571429,1.428571429,0,6.3,1.3,5,20.8,0.62,3.6,30.17,0
113,2,7,4,3,14,4,5,1,1,6.4,6.5,6,5,1,1,7,6,1,1,7,7,1,1,5,5,1,1,6,7,1,1,1,2,1,6.2,6,1,1,4.714285714,1.428571429,1,6.1,1,5.1,29.1,0.51,1.9,30.35,0.02
113,3,7,4,2,18,4,4,1,1,5.4,6.666666667,5,5,1,1,6,6,1,1,5,5,1,1,6,4,2,1,5,5,1,2,1,4,1,5.4,5,1.2,1.2,3.285714286,1.285714286,1,5.2,1.2,4,30.2,0.58,2.7,30.23,0
113,4,8,4,2,17,4,5,1,1,5.8,6.666666667,5,5,1,1,7,6,1,1,6,6,1,7,4,5,1,1,5,4,1,1,1,2,1,5.4,5.2,1,2.2,3.428571429,1.285714286,1,5.3,1.6,3.7,22.7,0.55,2.4,30.46,0
113,5,5,4,3,21,3,5,1,1,4.2,6.833333333,6,5,1,1,6,5,1,1,6,5,1,7,5,5,1,1,4,3,1,1,1,2,1,5.4,4.6,1,2.2,3.142857143,1.285714286,1,5,1.6,3.4,21.4,0.54,0.7,30.54,0
113,6,6,4,,13,4,5,1,1,6.2,6,6,6,1,1,7,7,1,1,7,7,1,5,6,7,1,1,4,3,1,1,1,1,1,6,6,1,1.8,3.857142857,1.285714286,1,6,1.4,4.6,31.4,0.49,1,30.51,0
113,7,6,4,3,25,4,4,1,1,6.4,6.5,7,6,1,1,7,6,1,1,7,6,1,2,5,5,1,1,6,6,1,1,1,2,1,6.4,5.8,1,1.2,4.285714286,1.285714286,1,6.1,1.1,5,45.3,0.52,1.1,30.3,0
114,0,8,3,0,26,0.75,4,2.6,2.6,1.6,2.833333333,3,3,6,2,4,2,5,5,3,2,5,5,2,5,6,4,3,4,6,7,6,4,5,3,3.2,5.6,4.6,2.285714286,1,0,3.1,5.1,-2,28,0.79,11,29.4,0.2
114,2,5,2,4,18,3.75,5,1.2,1.6,6.6,6.833333333,7,3,2,2,7,3,2,1,4,7,1,1,5,3,5,1,7,6,2,1,2,4,1,6,4.4,2.4,1.2,4.428571429,1,1,5.2,1.8,3.4,29.1,0.51,1.9,30.35,0.02
114,3,3,0,3,13,3.5,4,1,1,5.8,5.333333333,7,4,2,3,7,4,1,1,3,7,2,1,6,2,5,1,7,7,3,1,1,4,1,6,4.8,2.6,1.4,4.571428571,1,,5.4,2,3.4,30.2,0.58,2.7,30.23,0
114,4,14,4,1,18,2.5,4,1.6,3.4,3.6,4.166666667,4,3,6,2,5,4,2,2,1,2,4,2,1,4,5,1,2,3,5,3,4,2,2,2.6,3.2,4.4,2,2.428571429,1,1,2.9,3.2,-0.3,22.7,0.55,2.4,30.46,0
