id,day,slphrs,slpwell,weath,lteq,pss,se,ssgs_shame,ssgs_guilt,swls,pc,enthusiastic,calm,nervous,sluggish,happy,peaceful,embarrassed,sad,alert,satisfied,upset,bored,proud,relaxed,stress,depressed,excited,content,tense,disappointed,ashamed,relieved,angry,pos_activ,pos_deact,neg_activ,neg_deact,pfi_auth,pfi_hubr,evalday,posaff,negaff,affbalance,temp,hum,wind,bar,prec
323,7,6,2,1,17,1.5,3,1.2,1.8,2,4,2,3,5,5,2,2,1,1,1,3,3,4,2,2,6,1,2,2,4,5,1,3,1,1.8,2.4,3.8,3.2,1.714285714,1,0,2.1,3.5,-1.4,36,0.74,18,29.71,0
324,0,4,2,2,40,2.25,4,1.2,1.6,3.6,5,4,3,1,2,5,4,1,1,4,5,1,5,3,4,4,1,6,6,3,1,1,4,1,4.4,4.4,2,2,2.857142857,1,1,4.4,2,2.4,35,0.36,10,30.35,0
324,1,9,4,3,38,2.75,3,1,1,4.6,6,5,4,1,3,6,4,1,1,4,6,1,1,3,3,3,1,7,5,2,1,1,3,1,5,4.4,1.6,1.4,3,1,1,4.7,1.5,3.2,32,0.35,8,30.43,0
324,2,4,0,1,,1.75,4,1.6,1,2,3.5,3,1,5,1,3,1,1,5,1,3,7,2,4,3,6,2,5,4,3,6,1,3,7,3.2,2.4,4.4,3.2,2.428571429,1,1,2.8,3.8,-1,42,0.24,3,30.35,0
324,3,7,4,2,,2.5,4,1.4,2.2,4.6,4.5,5,4,3,1,6,5,1,1,1,4,1,1,5,4,3,1,6,5,1,1,1,2,1,4.6,4.4,1.8,1,3.428571429,1,1,4.5,1.4,3.1,39,0.8,8,30.07,0.29
324,4,4,3,4,58,3,4,1,1,4.8,5.166666667,4,5,2,1,5,4,1,1,2,6,1,5,3,6,2,1,6,7,2,1,1,2,1,4,5.6,1.6,1.8,3.285714286,1,1,4.8,1.7,3.1,44,0.79,6,29.93,0
324,5,4,3,1,,2.5,4,1,1,4.8,5.166666667,5,4,1,1,6,5,1,1,1,7,1,3,4,5,2,1,5,6,1,1,1,4,1,4.2,5.4,1.2,1.4,3.714285714,1,1,4.8,1.3,3.5,47,0.86,3,29.95,0.04
324,6,5,4,0,,3,4,1,1,4.6,4.833333333,5,3,6,2,4,3,1,1,1,5,1,1,3,2,6,1,4,5,5,1,1,2,1,3.4,3.6,3.8,1.2,3.142857143,1,1,3.5,2.5,1,48,0.9,10,29.54,0.12
324,7,4,3,0,,1.75,3,1,1,3,5.5,3,4,6,2,4,3,1,1,1,3,2,1,3,4,7,1,4,5,6,1,1,2,1,3,3.8,4.4,1.2,3.142857143,1,0,3.4,2.8,0.6,36,0.74,18,29.71,0
325,0,5,2,3,9,3.5,3,1,1,4.2,4.666666667,4,4,4,6,5,5,2,1,3,4,2,6,4,4,6,2,3,6,3,5,1,4,2,3.8,4.6,3.4,4,3.285714286,1,0,4.2,3.7,0.5,35,0.36,10,30.35,0
325,1,8,2,2,26,3,3,1.2,1.8,4.6,5,5,7,3,5,5,5,4,1,6,5,3,6,4,6,4,1,4,5,3,2,1,4,1,4.8,5.6,3.4,3,3,1,0,5.2,3.2,2,32,0.35,8,30.43,0
325,2,7,2,1,12,2.75,3,1.2,1.4,3,5.833333333,2,5,2,7,4,5,1,3,5,4,4,5,2,5,3,1,4,6,4,3,1,5,3,3.4,5,2.8,3.8,2.142857143,1,1,4.2,3.3,0.9,42,0.24,3,30.35,0
325,3,7,3,1,21,3.75,5,1,1.6,6.8,6.5,7,7,2,1,5,5,2,2,6,7,2,3,6,6,2,1,5,6,2,1,1,7,1,5.8,6.2,2,1.6,5,1,0,6,1.8,4.2,39,0.8,8,30.07,0.29
325,4,7,2,3,27,2.5,3,1,1.2,4.6,5.333333333,5,6,2,2,6,5,3,1,4,4,1,4,2,4,3,1,3,4,2,1,1,3,2,4,4.6,2.2,1.8,2.714285714,1,0,4.3,2,2.3,44,0.79,6,29.93,0
325,5,11,3,2,15,3,3,1,1,4.4,5.666666667,3,3,2,4,3,4,1,1,3,3,1,4,3,4,2,1,2,4,2,1,1,2,1,2.8,3.6,1.6,2.2,2,1,1,3.2,1.9,1.3,47,0.86,3,29.95,0.04
325,6,10,3,1,15,3.25,2,1.2,1.8,3.8,5.166666667,2,4,2,4,3,4,1,1,4,3,1,4,2,4,3,1,2,2,2,1,1,3,1,2.6,3.4,1.8,2.2,2.428571429,1,1,3,2,1,48,0.9,10,29.54,0.12
325,7,7,2,1,18,3.25,3,1,1,4.2,4.666666667,3,4,4,4,4,4,3,1,4,3,2,4,2,4,4,1,4,4,5,4,1,3,3,3.4,3.8,3.6,2.8,2.571428571,1,0,3.6,3.2,0.4,36,0.74,18,29.71,0
326,0,9,4,2,23,2.25,4,1.2,1.2,4.6,6.5,5,5,2,3,4,3,1,1,7,5,2,1,4,5,2,1,5,6,2,1,1,4,1,5,4.8,1.8,1.4,4,1.142857143,1,4.9,1.6,3.3,35,0.36,10,30.35,0
326,1,5,0,2,18,2.75,4,1.4,1.4,5,6.333333333,4,2,5,3,5,4,2,1,5,6,1,1,4,4,1,1,3,6,3,2,1,5,1,4.2,4.4,2.4,1.6,3.571428571,1.428571429,1,4.3,2,2.3,32,0.35,8,30.43,0
326,2,6,1,1,18,2.75,4,1,1,5,6.833333333,5,3,3,1,5,2,1,1,7,5,1,2,5,3,4,1,4,6,2,1,1,4,1,5.2,3.8,2.2,1.2,3.714285714,1.142857143,0,4.5,1.7,2.8,42,0.24,3,30.35,0
326,3,8,2,0,9,3,4,1.2,1.2,5.6,6.5,5,5,2,2,4,3,2,1,6,7,1,2,6,,2,1,3,6,2,1,1,5,1,4.8,5.25,1.8,1.4,4.285714286,1.142857143,1,5.025,1.6,3.425,39,0.8,8,30.07,0.29
326,4,8,3,2,30,3.25,4,1.4,1.6,4.6,6,4,3,3,2,4,4,2,1,4,5,1,2,4,5,2,1,5,5,3,2,2,3,1,4.2,4.4,2.2,1.6,3.571428571,1.857142857,0,4.3,1.9,2.4,44,0.79,6,29.93,0
326,6,10,3,0,14,3,4,1.4,1.2,3.6,5.333333333,4,4,1,3,4,2,2,1,3,5,1,2,2,4,1,2,2,5,2,2,1,4,1,3,4,1.4,2,3,1.714285714,1,3.5,1.7,1.8,48,0.9,10,29.54,0.12
326,7,8,2,1,26,3,4,1.2,1,3.2,5.833333333,3,2,2,3,3,1,2,1,4,3,2,5,3,5,4,3,2,5,4,4,1,3,2,3,3.2,2.8,3.2,2.714285714,1.142857143,0,3.1,3,0.1,36,0.74,18,29.71,0
327,0,7,3,0,0,2.75,4,1,1.2,5,5.333333333,5,6,2,6,5,6,3,,5,4,2,6,3,6,2,2,3,5,2,5,1,1,2,4.2,5.4,2.2,4.75,3.571428571,2.571428571,1,4.8,3.475,1.325,35,0.36,10,30.35,0
327,1,7,2,0,12,3.25,3,1,1.4,4.4,5.166666667,5,6,2,5,6,6,1,1,4,5,2,6,4,6,1,1,5,5,2,1,1,4,2,4.8,5.6,1.6,2.8,3.571428571,1.714285714,1,5.2,2.2,3,32,0.35,8,30.43,0
327,2,7,2,1,12,2.25,4,1,1,4.2,4.5,3,3,1,1,5,4,1,1,2,3,1,4,4,4,2,3,5,5,2,1,1,1,1,3.8,3.8,1.4,2,3,1.142857143,1,3.8,1.7,2.1,42,0.24,3,30.35,0
327,3,7,3,0,15,1.5,4,1.6,1.4,3.2,4,3,4,2,1,2,3,3,1,1,2,1,4,3,4,1,1,3,4,3,4,4,3,4,2.4,3.4,2,2.2,2.285714286,3,0,2.9,2.1,0.8,39,0.8,8,30.07,0.29
327,4,7,1,3,18,3,4,1,1,5.4,4.833333333,5,4,1,1,5,4,1,1,4,6,2,1,5,4,1,1,5,5,2,1,1,5,3,4.8,4.6,1.4,1,3.857142857,1.285714286,1,4.7,1.2,3.5,44,0.79,6,29.93,0
327,5,7,3,0,9,3.25,4,1,1,5.4,5.166666667,5,4,5,1,5,5,2,1,1,5,1,1,5,1,1,1,6,6,1,1,1,3,1,4.4,4.2,2,1,2.714285714,1.428571429,1,4.3,1.5,2.8,47,0.86,3,29.95,0.04
327,6,8,1,0,6,2.75,4,1,1,5.4,6.166666667,4,6,1,5,5,4,1,1,1,3,4,1,3,2,4,1,4,3,4,1,1,3,1,3.4,3.6,2.8,1.8,2.285714286,1,,3.5,2.3,1.2,48,0.9,10,29.54,0.12
327,7,7,2,0,12,1.75,3,1,1,3.4,3.833333333,3,5,1,1,3,4,1,1,1,4,2,1,1,3,1,1,3,3,1,1,1,3,1,2.2,3.8,1.2,1,2,1.428571429,1,3,1.1,1.9,36,0.74,18,29.71,0
328,0,5,1,3,3,2.75,3,1,1.4,4.8,4.833333333,6,3,5,3,6,4,3,2,5,5,2,1,2,4,4,1,5,4,2,5,1,5,1,4.8,4,3.2,2.4,4.285714286,1,0,4.4,2.8,1.6,35,0.36,10,30.35,0
328,1,6,2,4,9,1.75,2,1.8,3,2.6,3,4,4,5,2,6,2,1,6,5,4,5,2,2,2,5,6,6,4,5,5,1,3,4,4.6,3.2,4.2,4.2,1.857142857,1,0,3.9,4.2,-0.3,32,0.35,8,30.43,0
328,2,7,3,3,9,1.5,3,2.2,3.4,1.6,3.5,2,4,6,6,3,2,7,6,3,1,7,1,2,2,7,6,2,1,7,6,4,1,3,2.4,2,6.8,5,1.142857143,1,0,2.2,5.9,-3.7,42,0.24,3,30.35,0
328,3,8,3,0,9,2.5,4,1,1.4,4.2,4,5,2,6,6,3,2,1,6,1,1,6,1,1,1,4,3,1,1,2,4,1,1,5,2.2,1.4,3.8,4,1.857142857,1,1,1.8,3.9,-2.1,39,0.8,8,30.07,0.29
328,4,7,4,4,0,3.25,4,1,1,4.6,6,5,2,2,1,5,6,1,1,4,4,1,1,4,2,1,1,7,6,1,1,1,1,1,5,4,1.2,1,3,1,0,4.5,1.1,3.4,44,0.79,6,29.93,0
328,5,8,4,1,0,2.5,4,1,1,4.6,5.333333333,7,3,1,1,7,6,1,1,1,5,1,1,3,3,2,1,6,7,1,1,1,2,1,4.8,4.8,1.2,1,3.285714286,1,1,4.8,1.1,3.7,47,0.86,3,29.95,0.04
328,6,9,4,0,9,2.5,4,1.2,1.4,4.8,4.5,4,5,3,5,4,4,1,1,1,6,1,2,1,4,2,1,3,5,1,2,1,3,2,2.6,4.8,1.6,2.2,2,1,1,3.7,1.9,1.8,48,0.9,10,29.54,0.12
328,7,7,3,1,3,4,5,1,1,5.8,5,7,3,1,1,7,5,1,1,4,6,1,1,5,4,1,1,4,6,1,1,1,2,1,5.4,4.8,1,1,4.428571429,1,1,5.1,1,4.1,36,0.74,18,29.71,0
329,0,9,1,2,14,3,3,1,1.8,4.2,3.5,5,5,4,3,5,5,3,2,6,6,3,5,4,6,4,3,5,5,2,2,2,3,3,5,5.4,3.2,3,4.142857143,2.428571429,0,5.2,3.1,2.1,35,0.36,10,30.35,0
329,1,7,2,2,5,2.5,3,1.4,1.8,4,4.666666667,4,5,4,2,4,4,1,2,5,5,3,5,4,5,3,3,3,4,4,2,1,4,4,4,4.6,3,2.8,3.571428571,2.285714286,0,4.3,2.9,1.4,32,0.35,8,30.43,0
329,2,9,3,2,14,2.75,4,1.2,1.6,3.8,5.166666667,4,6,2,1,3,5,1,2,5,5,3,4,5,5,4,3,3,4,3,2,2,5,1,4,5,2.6,2.4,4,2.285714286,1,4.5,2.5,2,42,0.24,3,30.35,0
329,3,8,3,0,6,2,3,1.2,1.2,3.4,3.5,3,5,4,2,4,5,1,1,5,4,3,2,3,5,4,3,4,4,4,2,3,4,2,3.8,4.6,3.2,2,3.285714286,1.571428571,1,4.2,2.6,1.6,39,0.8,8,30.07,0.29
329,4,8,3,3,3,2,3,1.6,1.4,3.2,4.166666667,4,4,5,2,3,3,1,3,4,4,5,4,3,4,5,3,3,3,4,5,2,2,3,3.4,3.6,4,3.4,2.857142857,2,0,3.5,3.7,-0.2,44,0.79,6,29.93,0
329,5,9,3,2,0,2.5,4,1.2,1.4,5,3.333333333,5,4,3,2,5,4,2,3,4,5,4,3,4,4,5,3,6,6,3,3,3,4,2,4.8,4.6,3.4,2.8,3.714285714,2.428571429,1,4.7,3.1,1.6,47,0.86,3,29.95,0.04
329,6,4,0,2,0,3,3,1.4,1.2,5.2,4.666666667,5,4,5,3,5,5,2,1,2,5,4,1,3,4,4,2,6,6,4,3,1,4,1,4.2,4.8,3.8,2,3.142857143,2,1,4.5,2.9,1.6,48,0.9,10,29.54,0.12
329,7,9,3,0,14,2.5,3,1,1,4.2,4,3,5,2,2,3,4,1,1,3,4,3,4,4,5,3,2,3,3,2,1,1,4,2,3.2,4.2,2.2,2,3.428571429,1.142857143,1,3.7,2.1,1.6,36,0.74,18,29.71,0
330,0,4,0,1,11,3,4,1.2,2.2,4.2,5.666666667,4,3,3,7,5,4,5,2,2,4,2,5,3,2,4,1,5,5,3,1,1,3,1,3.8,3.6,3.4,3.2,2.714285714,1.142857143,1,3.7,3.3,0.4,35,0.36,10,30.35,0
330,1,7.5,3,2,22,3,3,1,1.2,5.2,5.5,4,4,2,3,5,4,1,1,3,4,1,3,4,4,2,1,4,4,1,1,1,3,1,4,4,1.4,1.8,3.714285714,1,1,4,1.6,2.4,32,0.35,8,30.43,0
330,2,7,1,3,18,3,3,1,1,4.2,5.833333333,3,4,1,2,4,3,2,1,2,3,1,2,5,4,2,1,3,3,1,1,1,3,1,3.4,3.4,1.4,1.4,3.428571429,1,0,3.4,1.4,2,42,0.24,3,30.35,0
330,3,6.5,2,0,27,3.25,4,1,1,3.8,5.833333333,3,4,1,1,3,4,1,1,3,4,1,1,4,2,1,1,5,3,2,1,1,3,1,3.6,3.4,1.2,1,3.714285714,1,0,3.5,1.1,2.4,39,0.8,8,30.07,0.29
330,4,5,2,4,6,3,3,1,1.4,3,5.833333333,2,3,3,2,4,3,2,1,2,3,1,2,4,3,1,1,3,2,1,2,2,1,1,3,2.8,1.6,1.6,2.714285714,1,1,2.9,1.6,1.3,44,0.79,6,29.93,0
330,5,8,2,4,14,3.25,4,1.4,2.6,3,4.833333333,4,3,2,1,3,2,5,1,2,3,1,1,4,2,1,1,4,2,1,2,2,1,1,3.4,2.4,2,1.2,2.857142857,1,1,2.9,1.6,1.3,47,0.86,3,29.95,0.04
330,6,6,2,4,13,2.75,4,1.2,1.8,2.6,6,2,1,3,4,5,2,3,2,4,4,1,3,4,2,3,1,2,3,3,2,2,3,1,3.4,2.4,2.6,2.4,3.285714286,1,1,2.9,2.5,0.4,48,0.9,10,29.54,0.12
330,7,4,0,1,16,2.5,3,1,1.4,2.4,4.833333333,1,2,3,3,2,3,4,1,2,3,1,1,4,2,6,1,2,3,2,1,1,2,1,2.2,2.6,3.2,1.4,1.857142857,1,0,2.4,2.3,0.1,36,0.74,18,29.71,0
331,0,5,1,3,0,0.75,2,1.8,1.2,2,3.166666667,1,1,7,6,4,1,1,5,2,3,5,1,3,1,7,5,1,1,7,6,1,5,1,2.2,1.4,5.4,4.6,2.857142857,1,0,1.8,5,-3.2,35,0.36,10,30.35,0
331,1,10,2,3,0,2,1,2.4,1.6,1.8,3.666666667,3,3,6,6,2,2,5,7,2,2,7,1,3,1,7,6,1,2,6,5,1,1,1,2.2,2,6.2,5,2.571428571,1,1,2.1,5.6,-3.5,32,0.35,8,30.43,0
331,2,5,3,3,0,2.75,3,1,2.2,4.8,5.666666667,5,3,4,2,3,2,1,2,4,4,1,2,2,1,6,2,2,5,4,1,1,7,1,3.2,3,3.2,1.8,3.571428571,1,0,3.1,2.5,0.6,42,0.24,3,30.35,0
331,3,7,3,1,3,2.25,4,1,1,3.8,6,4,5,2,5,4,2,1,2,2,5,1,1,2,3,3,1,1,5,2,1,1,3,1,2.6,4,1.8,2,3.714285714,1,1,3.3,1.9,1.4,39,0.8,8,30.07,0.29
331,4,6,1,2,3,3,4,1,1,4.8,3.833333333,5,2,5,1,4,1,1,3,4,4,3,1,7,1,6,3,6,5,6,6,1,7,1,5.2,2.6,4.2,2.8,4.571428571,1,1,3.9,3.5,0.4,44,0.79,6,29.93,0
331,5,4,3,1,0,1.5,4,1,1.2,4.2,3.333333333,3,1,5,2,2,2,3,3,3,5,5,1,6,1,5,3,2,6,5,5,1,6,1,3.2,3,4.6,2.8,4.285714286,1,1,3.1,3.7,-0.6,47,0.86,3,29.95,0.04
331,6,6,2,1,0,2.25,4,1.4,2.6,3.8,5,3,1,1,1,2,1,1,3,2,5,1,1,5,1,4,1,2,5,5,2,1,6,1,2.8,2.6,2.4,1.6,4.571428571,1,1,2.7,2,0.7,48,0.9,10,29.54,0.12
331,7,6,3,2,0,2.5,5,1,1.2,5.6,6.333333333,5,4,5,1,5,1,1,2,5,5,1,2,4,3,5,1,3,5,5,1,1,2,1,4.4,3.6,3.4,1.4,4.142857143,1,1,4,2.4,1.6,36,0.74,18,29.71,0
332,0,6,1,1,6,2.75,4,1,1,3.4,4.333333333,7,7,5,4,5,4,2,2,3,3,5,5,2,5,2,4,6,2,2,6,1,1,5,4.6,4.2,3.2,4.2,2.857142857,1,1,4.4,3.7,0.7,35,0.36,10,30.35,0
332,1,5,0,1,9,2.5,2,2.4,1.2,3,4.4,4,3,5,4,4,3,1,6,1,3,5,2,1,4,2,4,2,2,2,6,1,2,6,2.4,3,3,4.4,2.571428571,1,0,2.7,3.7,-1,32,0.35,8,30.43,0
332,2,8,3,2,5,2.25,3,1.2,1.2,4.6,5,4,4,4,2,4,4,2,1,1,1,2,4,2,4,2,1,3,1,1,1,1,1,1,2.8,2.8,2.2,1.8,3,1,1,2.8,2,0.8,42,0.24,3,30.35,0
332,3,6,1,0,32,2.75,4,1,1,4.4,5.333333333,4,6,2,4,5,3,1,1,2,3,1,3,1,5,1,1,6,3,1,1,1,1,1,3.6,4,1.2,2,3.285714286,1,1,3.8,1.6,2.2,39,0.8,8,30.07,0.29
332,4,6,0,3,38,2.75,3,1,1,4.8,5,3,2,2,1,6,3,1,1,4,5,2,4,1,1,4,1,4,4,2,1,3,2,1,3.6,3,2.2,1.6,2.571428571,1,1,3.3,1.9,1.4,44,0.79,6,29.93,0
332,5,5,1,4,31,2,3,1,1,5,5.833333333,5,5,2,2,5,5,1,1,1,4,1,2,2,3,1,1,4,4,1,1,1,4,1,3.4,4.2,1.2,1.4,3.714285714,1.142857143,1,3.8,1.3,2.5,47,0.86,3,29.95,0.04
332,6,5,1,2,9,2.75,2,1.2,1.2,3.6,4.833333333,4,2,4,6,4,2,2,1,1,1,1,4,1,3,4,1,3,1,1,1,1,1,1,2.6,1.8,2.4,2.6,2.285714286,1,1,2.2,2.5,-0.3,48,0.9,10,29.54,0.12
332,7,6,0,1,40,2.25,1,1.2,1.2,2.8,4,2,2,4,4,2,2,1,1,1,1,4,4,1,1,4,2,1,1,1,1,1,1,1,1.4,1.4,2.8,2.4,2,1,1,1.4,2.6,-1.2,36,0.74,18,29.71,0
333,0,7,2,2,6,2.5,4,1.2,1.2,3.4,4.5,4,6,4,4,5,5,2,2,4,5,2,4,3,5,2,2,6,5,2,5,2,4,5,4.4,5.2,2.4,3.4,2.714285714,2,1,4.8,2.9,1.9,35,0.36,10,30.35,0
333,1,8,3,2,52,3,4,1,1,4.6,5.5,4,4,2,3,5,4,2,2,4,5,2,3,3,3,1,1,4,4,1,1,1,3,1,4,4,1.6,2,3.142857143,1.166666667,1,4,1.8,2.2,32,0.35,8,30.43,0
333,2,7,3,2,38,2,3,1.8,2.6,4.4,5.166666667,4,5,2,3,5,5,2,2,4,4,2,3,4,5,3,1,4,4,2,2,2,3,1,4.2,4.6,2.2,2.2,3.285714286,2,0,4.4,2.2,2.2,42,0.24,3,30.35,0
333,3,7,3,1,22,3,4,1,1,5,6,5,5,3,2,6,4,2,1,3,5,2,4,4,5,2,1,6,5,2,2,2,3,1,4.8,4.8,2.2,2,3.428571429,1.857142857,1,4.8,2.1,2.7,39,0.8,8,30.07,0.29
333,4,7,2,4,25,3.5,4,1.2,1,5,6.333333333,5,5,2,2,4,4,2,2,4,5,1,4,4,4,1,1,4,4,1,1,1,1,1,4.2,4.4,1.4,2,3.285714286,2,1,4.3,1.7,2.6,44,0.79,6,29.93,0
333,5,8,4,4,28,2.75,4,1,1,5,6,5,5,2,2,5,5,1,1,1,5,1,3,5,1,1,1,5,5,1,1,1,1,1,4.2,4.2,1.2,1.6,3.571428571,1.571428571,1,4.2,1.4,2.8,47,0.86,3,29.95,0.04
333,6,6,1,2,6,2.25,4,1,1,4,5.5,3,3,2,1,4,4,1,1,2,3,2,3,1,4,2,2,3,2,1,1,1,1,1,2.6,3.2,1.6,1.6,2.142857143,1.571428571,1,2.9,1.6,1.3,48,0.9,10,29.54,0.12
333,7,6,2,0,28,3.5,3,1,1,4,6.166666667,4,4,2,2,4,4,1,2,3,4,2,2,4,4,3,1,2,5,1,1,1,2,1,3.4,4.2,1.8,1.6,3.857142857,1.714285714,1,3.8,1.7,2.1,36,0.74,18,29.71,0
334,0,5.5,0,1,0,2.75,2,1.6,1,1,2.5,5,4,3,7,5,3,1,7,2,2,7,4,1,2,7,4,3,3,6,6,1,3,7,3.2,2.8,4.8,5.6,2.571428571,1,0,3,5.2,-2.2,35,0.36,10,30.35,0
334,1,8,3,2,0,3.75,2,1.2,1.2,5.8,4.833333333,7,7,6,3,7,3,1,1,4,7,1,6,1,4,6,1,7,4,1,1,1,4,1,5.2,5,3,2.4,3.285714286,1,1,5.1,2.7,2.4,32,0.35,8,30.43,0
334,2,8,3,1,0,2.5,2,1.2,1,2.6,6,3,5,1,5,5,5,1,3,6,6,1,6,1,5,4,1,6,6,1,1,1,4,1,4.2,5.4,1.6,3.2,3.285714286,1,0,4.8,2.4,2.4,42,0.24,3,30.35,0
334,3,9,2,0,0,3.25,3,1,1,3,6.166666667,5,5,1,1,5,5,1,1,6,6,1,6,1,6,2,1,6,5,1,1,1,5,1,4.6,5.4,1.2,2,3.142857143,1,1,5,1.6,3.4,39,0.8,8,30.07,0.29
334,4,9,2,3,0,3.5,2,1,1,4.4,5,6,6,5,3,6,6,1,1,4,6,1,5,1,6,5,1,5,4,1,1,1,6,1,4.4,5.6,2.6,2.2,3.714285714,1,0,5,2.4,2.6,44,0.79,6,29.93,0
334,5,9,2,1,0,3.5,3,1,1,3.8,4.333333333,6,6,6,3,5,5,1,1,1,5,2,6,5,3,2,1,5,5,1,1,1,1,4,4.4,4.8,2.4,2.4,2.142857143,1,1,4.6,2.4,2.2,47,0.86,3,29.95,0.04
334,6,6.5,1,0,0,2.5,3,1,1,3.2,5.333333333,5,5,3,6,6,5,1,1,4,4,1,6,5,4,6,1,4,4,3,1,1,3,2,4.8,4.4,2.8,3,2.428571429,1,1,4.6,2.9,1.7,48,0.9,10,29.54,0.12
334,7,8,2,0,0,3.25,3,1,1,4,6,6,5,6,1,5,5,1,1,1,4,2,6,4,4,6,1,6,5,5,1,1,7,1,4.4,4.6,4,2,4,1,0,4.5,3,1.5,36,0.74,18,29.71,0
335,0,10,4,3,3,1.5,2,1.8,1,1.8,2.833333333,1,3,1,6,4,2,1,4,2,2,3,1,3,1,2,1,1,2,5,2,1,1,1,2.2,2,2.4,2.8,1.285714286,1,1,2.1,2.6,-0.5,35,0.36,10,30.35,0
335,1,10,3,2,3,1.5,3,1.6,1,1.6,2.833333333,3,5,5,3,2,2,1,2,4,3,5,1,1,2,6,4,5,1,5,4,1,1,3,3,2.6,4.4,2.8,2.142857143,1,1,2.8,3.6,-0.8,32,0.35,8,30.43,0
335,2,6,3,2,0,2.5,3,1,1,3,3.166666667,2,2,3,1,2,1,1,1,2,1,3,1,1,2,5,2,1,1,5,3,2,4,1,1.6,1.4,3.4,1.6,2,1,0,1.5,2.5,-1,42,0.24,3,30.35,0
335,3,8,4,1,0,2.5,4,1,1,4.4,5.166666667,5,6,1,1,4,4,1,2,2,4,3,1,1,5,4,1,4,5,1,2,1,4,2,3.2,4.8,2,1.4,3.571428571,1,1,4,1.7,2.3,39,0.8,8,30.07,0.29
335,4,,3,3,3,3,4,1,1,3.8,4,4,6,4,1,4,4,1,3,3,5,4,1,2,2,5,2,2,5,2,4,1,3,2,3,4.4,3.2,2.2,3.714285714,1.142857143,0,3.7,2.7,1,44,0.79,6,29.93,0
335,5,8,3,2,3,1.5,2,2,1,1.2,2.666666667,2,3,1,1,4,2,1,2,3,1,5,1,1,2,4,1,2,2,5,1,1,2,6,2.4,2,3.2,1.2,1.285714286,1.142857143,1,2.2,2.2,0,47,0.86,3,29.95,0.04
335,6,6,2,3,3,1.5,2,1.2,1,2.4,2.833333333,4,2,1,1,4,2,1,2,3,3,2,1,1,2,3,1,2,2,3,1,1,3,2,2.8,2.2,2,1.2,1.571428571,1,1,2.5,1.6,0.9,48,0.9,10,29.54,0.12
335,7,7,3,0,0,2.75,3,1,1,5.2,4.833333333,3,5,2,1,3,2,1,2,4,4,3,1,4,2,3,1,2,5,4,2,1,5,3,3.2,3.6,2.6,1.4,3.714285714,1.428571429,0,3.4,2,1.4,36,0.74,18,29.71,0
336,0,8,2,2,9,1.75,4,1.2,1,4.4,3.333333333,3,3,4,2,4,5,2,1,5,3,2,1,2,1,6,2,4,2,4,4,1,2,2,3.6,2.8,3.6,2,2.285714286,1.428571429,0,3.2,2.8,0.4,35,0.36,10,30.35,0
336,1,6.5,2,3,12,2.5,4,1,1,3.6,4.666666667,4,5,2,1,6,6,2,1,6,4,2,3,5,5,5,1,4,4,3,2,1,3,4,5,4.8,2.8,1.6,3.571428571,3.166666667,1,4.9,2.2,2.7,32,0.35,8,30.43,0
336,2,7,2,2,12,2.5,4,1,1,4.6,4.2,5,4,2,1,4,5,2,1,6,4,1,3,5,3,5,1,4,4,3,2,1,3,1,4.8,4,2.6,1.6,3.285714286,2.857142857,1,4.4,2.1,2.3,42,0.24,3,30.35,0
336,3,5,1,3,6,2,4,1,1,4,3.833333333,5,4,3,1,4,6,2,1,6,5,1,3,4,1,6,1,4,4,5,4,1,2,2,4.6,4,3.4,2,3.142857143,1.857142857,1,4.3,2.7,1.6,39,0.8,8,30.07,0.29
336,4,3,0,4,3,1.5,3,1,1,3.4,3.333333333,2,2,5,1,3,2,1,1,5,3,2,1,3,1,7,1,4,3,5,4,1,7,1,3.4,2.2,4,1.6,3.428571429,2.142857143,0,2.8,2.8,0,44,0.79,6,29.93,0
336,5,15,4,2,12,2.5,4,1,1,4.2,5.5,6,5,2,1,5,6,1,,,5,1,2,5,5,2,1,5,5,1,2,1,5,1,5.25,5.2,1.4,1.5,3.714285714,1.857142857,1,5.225,1.45,3.775,47,0.86,3,29.95,0.04
336,6,8,3,1,9,2.75,4,1,1,4.2,5.333333333,4,4,1,1,3,3,1,1,5,4,1,3,4,3,2,1,4,4,2,2,1,3,1,4,3.6,1.4,1.6,3.142857143,1.857142857,1,3.8,1.5,2.3,48,0.9,10,29.54,0.12
336,7,6,2,1,42,1.75,4,1,1,3.8,4.833333333,4,4,2,1,5,4,1,,6,4,1,2,4,3,3,1,3,3,2,2,1,3,1,4.4,3.6,1.8,1.5,3.428571429,1.714285714,1,4,1.65,2.35,36,0.74,18,29.71,0
337,0,12,4,3,12,1.25,3,1.6,1.4,1,2.333333333,1,4,5,7,1,1,1,3,1,1,6,5,1,3,5,1,1,1,1,3,1,1,4,1,2,3.6,3.8,1,1,1,1.5,3.7,-2.2,35,0.36,10,30.35,0
337,1,8,4,3,9,1,1,2.4,1.2,2.2,1,1,1,3,4,1,1,1,7,1,1,7,1,1,1,7,7,1,1,7,7,7,1,7,1,1,5,5.2,1,1,0,1,5.1,-4.1,32,0.35,8,30.43,0
337,2,11,4,4,6,2.75,5,1,1,4.25,6.666666667,6,6,1,1,7,7,1,1,1,5,1,1,7,7,2,1,7,7,1,1,1,6,1,5.6,6.4,1.2,1,2,1,1,6,1.1,4.9,42,0.24,3,30.35,0
